MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,AVAILABLE_FLAG,TEAM_ID,TEAM_NAME,Season,FullTeamName,GamesAggregated
44.45,39.0,83.9,0.46064999999999995,9.2,27.45,0.33715,16.25,22.55,0.7114499999999999,9.45,32.05,41.5,21.5,15.35,7.85,5.35,5.85,23.0,22.85,103.45,1.35,1.0,22.5,22.5,22.5,44.25,52.3,57.0,47.8,48.15,55.85,44.7,43.7,47.25,41.5,46.1,62.05,60.2,60.1,42.55,38.45,39.25,46.0,56.95,31.8,51.9,40.8,1.0,1610612747,Los Angeles Lakers,2018-19,Los Angeles Lakers,20
46.25,36.95,83.5,0.4413,9.0,30.65,0.28435,20.5,26.8,0.7666000000000002,8.85,30.1,38.95,20.75,15.5,8.95,6.15,5.15,22.85,24.0,103.4,-5.5,1.0,24.1,24.1,24.1,26.5,58.9,58.45,54.55,53.05,51.2,55.65,32.8,31.6,43.05,45.5,52.55,53.2,64.05,48.6,36.0,27.65,44.7,53.6,26.95,55.45,48.1,1.0,1610612764,Washington Wizards,2018-19,Washington Wizards,20
46.0,37.25,87.85,0.42615,9.5,28.6,0.33039999999999997,18.8,23.9,0.7604000000000001,11.4,31.7,43.1,20.2,14.55,9.9,5.8,5.4,18.5,22.1,102.8,-2.65,1.0,22.45,22.45,22.45,26.0,56.8,50.35,56.3,45.15,43.8,48.45,43.2,42.75,42.85,40.35,50.0,47.0,57.15,50.45,26.9,32.95,36.45,33.85,39.65,53.95,43.75,1.0,1610612750,Minnesota Timberwolves,2018-19,Minnesota Timberwolves,20
44.4,36.3,85.1,0.42689999999999995,10.9,33.9,0.32094999999999996,16.15,22.9,0.71125,10.7,32.55,43.25,21.05,17.35,8.5,5.5,5.95,22.5,22.25,99.65,-7.9,1.0,23.4,23.4,23.4,40.1,60.1,62.85,52.3,55.35,53.55,52.55,47.8,46.1,55.75,48.75,51.0,53.55,60.45,46.35,38.15,35.1,44.15,41.7,41.9,62.1,50.1,1.0,1610612737,Atlanta Hawks,2018-19,Atlanta Hawks,20
44.0,33.8,76.45,0.44305000000000005,8.8,24.2,0.3642,16.9,22.75,0.7405,8.35,28.25,36.6,19.35,13.2,8.6,5.3,4.25,21.5,23.05,93.3,0.15,1.0,16.6,16.6,16.6,45.5,60.0,65.65,46.9,47.15,62.45,40.35,43.9,44.15,53.95,46.45,60.45,62.1,62.9,39.85,39.1,47.0,35.0,39.6,34.05,61.75,37.85,1.0,1610612763,Memphis Grizzlies,2018-19,Memphis Grizzlies,20
46.0,41.75,86.55,0.48249999999999993,9.25,25.85,0.3613,19.9,26.6,0.7411999999999999,10.2,34.5,44.7,25.3,15.55,7.05,5.3,5.55,23.15,23.55,112.65,1.5,1.0,18.5,18.5,18.5,23.75,49.7,50.95,40.85,45.0,55.95,38.7,34.8,32.75,47.45,43.15,45.65,45.4,50.25,46.25,41.3,39.55,40.25,52.75,28.1,46.25,39.3,1.0,1610612740,New Orleans Pelicans,2018-19,New Orleans Pelicans,20
46.75,36.1,82.2,0.43825000000000003,10.3,28.6,0.36040000000000005,15.75,20.7,0.77285,7.8,33.55,41.35,20.3,15.5,6.8,4.95,5.6,20.85,19.5,98.25,-6.25,1.0,17.8,17.8,17.8,24.9,52.6,52.6,47.95,31.85,29.15,41.25,44.5,41.75,46.05,45.35,42.25,47.6,48.25,49.2,44.7,30.0,40.45,44.8,38.2,49.9,38.75,1.0,1610612741,Chicago Bulls,2018-19,Chicago Bulls,20
46.25,37.8,83.55,0.4528,10.85,31.7,0.34324999999999994,18.45,25.3,0.7291000000000001,11.5,32.85,44.35,21.3,17.15,7.8,4.95,4.5,20.45,24.0,104.9,1.55,1.0,19.0,19.0,19.0,24.3,43.05,51.4,41.15,50.5,61.0,42.6,43.1,41.55,48.2,35.45,48.65,44.5,49.8,57.65,31.25,29.15,39.35,44.55,35.6,49.1,40.1,1.0,1610612742,Dallas Mavericks,2018-19,Dallas Mavericks,20
45.4,36.9,82.9,0.44465000000000005,8.05,23.25,0.344,17.0,21.45,0.7956000000000001,11.65,31.85,43.5,18.4,16.1,7.15,3.25,5.5,23.4,21.0,98.85,-2.65,1.0,16.6,16.6,16.6,30.65,49.8,53.2,44.1,56.25,63.25,47.6,43.15,44.2,42.65,33.7,43.75,40.5,52.4,58.5,37.4,31.45,40.05,60.0,35.6,54.1,33.85,1.0,1610612739,Cleveland Cavaliers,2018-19,Cleveland Cavaliers,20
46.25,35.75,78.9,0.45430000000000004,10.0,28.95,0.34595000000000004,15.55,20.05,0.779,8.0,32.4,40.4,22.4,18.3,7.75,3.95,5.5,23.65,20.65,97.05,-5.0,1.0,15.95,15.95,15.95,25.75,57.35,61.2,44.85,38.7,40.15,41.25,50.3,51.05,40.5,46.4,36.3,41.35,49.0,57.9,48.05,50.35,44.4,43.0,42.2,58.85,41.45,1.0,1610612756,Phoenix Suns,2018-19,Phoenix Suns,20
46.5,37.7,87.15,0.43315000000000003,8.3,26.9,0.30635,18.15,23.7,0.77265,12.05,31.7,43.75,18.2,14.95,7.8,5.55,6.0,22.5,21.8,101.85,-5.3,1.0,14.3,14.3,14.3,23.6,42.45,43.0,43.95,51.5,52.4,51.0,41.25,44.7,39.95,28.45,51.1,45.25,51.2,49.55,32.45,39.0,46.2,50.15,37.8,46.15,37.15,1.0,1610612752,New York Knicks,2018-19,New York Knicks,20
45.05,37.55,84.35,0.4415,9.5,30.1,0.31620000000000004,16.55,22.7,0.7321,10.75,33.05,43.8,23.0,14.8,7.7,5.55,4.0,23.65,21.3,101.15,2.1,1.0,20.25,20.25,20.25,30.5,49.35,46.85,50.9,46.85,43.8,47.4,44.2,44.85,37.95,37.05,43.4,43.45,46.3,35.55,43.65,39.4,38.3,45.05,40.25,53.9,43.2,1.0,1610612747,Los Angeles Lakers,2019-20,Los Angeles Lakers,20
46.25,40.45,87.7,0.45999999999999996,13.45,39.45,0.34019999999999995,18.95,26.25,0.7144,9.65,38.95,48.6,22.8,15.65,7.5,5.15,4.35,22.1,23.7,113.3,6.85,1.0,18.4,18.4,18.4,21.35,44.4,43.3,45.45,37.1,34.75,43.3,36.25,34.05,42.35,35.15,44.75,42.65,48.0,38.55,30.55,38.75,32.25,47.45,29.05,42.55,44.1,1.0,1610612749,Milwaukee Bucks,2019-20,Milwaukee Bucks,20
46.25,37.7,84.65,0.44385,12.85,34.8,0.3665,19.1,23.6,0.8075000000000001,9.3,35.75,45.05,23.3,15.8,7.6,5.15,5.95,22.3,22.25,107.35,6.1,1.0,20.25,20.25,20.25,21.8,43.0,45.1,42.75,39.7,42.55,39.65,36.05,37.45,34.6,38.35,35.15,37.35,43.05,40.6,42.7,34.0,40.8,37.4,30.9,43.4,37.6,1.0,1610612761,Toronto Raptors,2019-20,Toronto Raptors,20
46.25,37.85,85.75,0.44255000000000005,10.5,30.3,0.3458,18.9,24.6,0.7537,11.35,35.7,47.05,21.3,16.2,7.3,5.6,5.2,22.6,22.75,105.1,4.7,1.0,19.2,19.2,19.2,21.15,47.2,45.2,47.25,47.3,47.3,44.75,42.15,40.85,45.4,31.4,41.3,39.25,46.0,45.8,33.35,27.3,39.55,40.4,36.25,50.6,42.1,1.0666666666666667,1610612746,LA Clippers,2019-20,LA Clippers,20
46.25,38.8,87.65,0.4441,11.7,33.85,0.34540000000000004,17.75,22.8,0.7839000000000002,10.75,35.55,46.3,23.1,13.35,9.1,5.55,5.35,22.3,22.55,107.05,8.35,1.0,14.0,14.0,14.0,22.55,46.55,41.65,46.3,41.45,38.95,43.6,39.15,36.6,42.15,36.45,34.4,36.55,33.5,31.1,31.5,36.95,33.6,40.1,29.15,48.55,34.65,1.0,1610612738,Boston Celtics,2019-20,Boston Celtics,20
46.9,39.05,86.85,0.45030000000000003,10.05,28.6,0.3505,14.25,19.45,0.7217499999999999,11.3,33.8,45.1,24.55,14.75,7.7,4.6,4.4,21.1,20.8,102.4,3.3,1.0,15.1,15.1,15.1,21.3,45.15,37.9,47.55,38.7,43.4,39.55,45.25,42.95,46.65,33.8,33.7,34.25,44.9,41.05,38.35,37.05,33.8,39.95,35.15,49.65,35.35,1.0,1610612743,Denver Nuggets,2019-20,Denver Nuggets,20
46.25,38.35,86.9,0.4394,8.5,26.6,0.3205,15.1,19.0,0.8022,10.85,33.05,43.9,21.95,14.2,7.2,4.55,5.1,21.5,19.95,100.3,-0.1,1.0,24.0,24.0,24.0,22.05,45.75,39.15,49.65,45.15,42.2,46.7,37.1,38.3,32.8,23.7,40.1,35.2,47.3,41.55,35.6,39.95,38.3,44.85,32.35,48.35,40.55,1.0,1610612754,Indiana Pacers,2019-20,Indiana Pacers,20
46.0,38.05,87.1,0.43504999999999994,15.15,44.55,0.33895000000000003,19.85,25.7,0.76645,10.45,32.65,43.1,20.05,15.4,8.8,4.85,4.35,20.7,22.1,111.1,2.45,1.0,15.1,15.1,15.1,21.25,45.95,44.2,44.8,38.6,38.75,40.5,37.0,35.9,44.5,31.0,39.35,37.55,43.85,39.85,36.25,36.85,28.8,32.8,28.85,45.45,37.35,1.0,1610612745,Houston Rockets,2019-20,Houston Rockets,20
45.15,37.4,79.5,0.46955,10.95,30.1,0.362,18.3,24.3,0.76065,9.5,33.55,43.05,22.4,17.4,9.05,5.2,3.95,22.8,23.3,104.05,8.75,1.0,13.5,13.5,13.5,35.5,44.2,51.25,38.35,49.5,55.55,43.1,44.55,42.25,46.2,33.4,47.2,43.15,49.45,50.7,25.65,30.2,33.45,49.75,33.65,50.1,31.75,1.0,1610612748,Miami Heat,2019-20,Miami Heat,20
46.35,36.05,80.1,0.44959999999999994,9.45,28.8,0.32299999999999995,18.55,24.3,0.7541,7.8,33.05,40.85,20.7,15.75,8.55,4.8,4.85,20.1,23.8,100.1,-0.25,1.0,27.4,27.4,27.4,23.4,48.0,48.8,44.3,42.55,40.9,42.55,41.6,38.35,45.9,37.65,39.45,41.3,40.8,47.2,27.4,36.95,42.2,41.65,33.75,48.0,43.65,1.0,1610612760,Oklahoma City Thunder,2019-20,Oklahoma City Thunder,20
46.35,39.2,86.15,0.4537,10.3,29.95,0.35089999999999993,16.75,23.15,0.71785,10.85,35.55,46.4,24.65,17.45,8.55,6.3,4.6,24.95,22.4,105.45,1.55,1.0,19.0,19.0,19.0,21.55,40.6,41.75,42.1,43.95,43.3,42.9,38.2,36.4,45.0,36.0,35.6,37.55,39.25,53.0,32.65,29.7,39.65,51.55,29.1,44.55,39.8,1.0,1610612755,Philadelphia 76ers,2019-20,Philadelphia 76ers,20
44.8,34.25,77.6,0.44094999999999995,10.0,29.45,0.33374999999999994,16.6,22.95,0.7004,9.1,34.0,43.1,19.5,16.85,7.15,4.3,3.8,21.75,21.4,95.1,2.0,1.0,20.2,20.2,20.2,31.0,57.3,56.85,51.55,54.65,57.1,50.05,41.25,37.5,54.6,39.95,43.65,43.2,52.95,45.3,29.65,33.05,29.15,44.1,34.0,58.95,41.2,1.0833333333333333,1610612762,Utah Jazz,2019-20,Utah Jazz,20
46.1,37.95,85.75,0.44299999999999995,10.7,32.9,0.31965,19.3,26.1,0.7444500000000002,10.0,36.9,46.9,20.55,16.65,6.7,5.75,4.8,21.95,24.0,105.9,-0.4,1.0,20.5,20.5,20.5,27.4,42.9,43.6,40.75,46.65,49.45,45.8,31.45,31.05,39.6,41.1,35.4,39.95,50.8,44.1,34.85,26.3,31.5,40.25,27.05,43.6,37.5,1.0,1610612751,Brooklyn Nets,2019-20,Brooklyn Nets,20
46.25,40.25,85.8,0.4702,13.25,36.75,0.3569,18.2,24.0,0.7605999999999999,10.4,33.9,44.3,23.1,14.0,6.95,5.0,4.2,21.05,22.45,111.95,7.3,1.0,17.1,17.1,17.1,24.65,45.15,46.05,38.4,46.25,52.8,43.6,39.7,37.6,43.65,37.95,43.95,44.7,43.1,42.85,31.05,33.35,34.35,44.7,33.85,46.3,37.05,1.0,1610612742,Dallas Mavericks,2019-20,Dallas Mavericks,20
46.25,38.85,87.55,0.44755,11.65,32.15,0.36360000000000003,17.05,21.95,0.7678,10.6,34.25,44.85,17.25,15.25,5.95,5.05,5.95,22.35,21.1,106.4,-2.75,1.0,25.05,25.05,25.05,21.6,49.45,43.2,48.75,43.2,44.9,43.75,39.2,37.7,45.3,33.95,39.25,37.75,50.95,51.4,38.9,42.0,44.25,42.6,32.05,50.3,40.65,1.0,1610612757,Portland Trail Blazers,2019-20,Portland Trail Blazers,20
46.0,35.95,84.1,0.4304,9.5,29.45,0.32314999999999994,16.0,20.85,0.7564000000000001,10.3,32.4,42.7,21.3,13.2,8.3,5.6,4.45,19.25,19.85,97.4,-0.05,1.0,22.0,22.0,22.0,20.75,48.2,44.65,44.1,45.55,45.9,43.75,42.4,41.95,40.45,36.4,41.1,38.45,44.25,37.9,35.65,33.3,32.0,39.3,34.45,52.0,36.3,1.0,1610612753,Orlando Magic,2019-20,Orlando Magic,20
45.99641665,40.9,89.9,0.4511,11.15,32.55,0.33819999999999995,15.25,19.6,0.7703500000000001,10.25,31.5,41.75,25.15,14.2,6.75,4.15,6.05,21.8,19.95,108.2,-2.85,1.0,18.55,18.55,18.55,21.45,36.9,32.55,41.05,39.75,35.7,45.45,50.9,52.0,40.5,35.7,36.9,36.4,33.4,38.1,43.75,35.4,43.55,33.5,49.8,43.4,35.0,1.0,1610612764,Washington Wizards,2019-20,Washington Wizards,20
44.35,36.45,83.95,0.43335,9.9,30.2,0.33349999999999996,15.8,20.8,0.76285,10.65,33.95,44.6,22.05,16.3,7.9,5.95,5.3,21.7,20.85,98.6,-2.55,1.0,19.9,19.9,19.9,38.85,58.2,53.8,53.4,44.35,45.6,44.4,41.7,42.1,42.05,36.6,47.05,43.9,57.25,46.75,36.65,32.25,41.05,43.75,38.4,60.25,44.3,1.0,1610612763,Memphis Grizzlies,2019-20,Memphis Grizzlies,20
46.25,36.25,82.7,0.4377999999999999,11.9,33.95,0.34235000000000004,15.55,21.4,0.7283,10.15,29.25,39.4,21.9,16.55,7.1,3.6,4.55,20.25,21.5,99.95,-5.85,1.0,16.0,16.0,16.0,20.8,36.55,38.35,35.2,32.9,33.7,36.1,36.05,35.55,39.8,37.8,40.15,41.2,39.25,41.9,27.2,36.1,28.0,38.6,31.65,37.75,34.4,1.0666666666666667,1610612766,Charlotte Hornets,2019-20,Charlotte Hornets,20
46.75,38.4,84.55,0.4535499999999999,12.35,33.6,0.36805,19.2,23.75,0.8030999999999999,8.0,32.8,40.8,25.0,14.7,7.9,3.85,5.3,23.7,24.75,108.35,3.65,1.0,17.65,17.65,17.65,18.0,45.5,44.55,42.1,29.15,28.85,35.25,39.9,38.0,45.9,47.6,40.05,46.4,43.65,36.9,33.8,36.6,32.8,40.7,24.15,42.45,33.55,1.0625,1610612756,Phoenix Suns,2019-20,Phoenix Suns,20
46.0,36.25,85.6,0.4253,10.05,31.7,0.3091,17.5,23.25,0.74935,10.3,33.4,43.7,20.5,16.0,9.25,4.2,6.4,22.6,21.4,100.05,-3.5,1.0,16.6,16.6,16.6,19.5,42.25,36.4,42.35,39.4,41.2,40.5,25.95,25.8,35.1,34.65,24.5,27.25,40.1,36.45,36.1,31.1,36.7,37.65,23.05,39.05,34.55,1.0,1610612741,Chicago Bulls,2019-20,Chicago Bulls,20
44.8,37.4,80.3,0.46725000000000005,7.8,23.0,0.3257,18.9,24.35,0.7767499999999999,10.05,33.45,43.5,21.5,15.95,6.35,4.8,4.6,20.85,22.3,101.5,-0.7,1.0,20.8,20.8,20.8,33.0,50.05,49.75,42.9,51.65,54.05,46.65,37.4,35.55,45.95,31.85,43.3,39.15,47.05,51.6,43.2,41.25,36.05,43.25,28.4,51.75,38.25,1.0,1610612759,San Antonio Spurs,2019-20,San Antonio Spurs,20
44.9,35.85,81.95,0.4382,11.7,32.45,0.3554,15.9,21.4,0.76585,11.0,30.7,41.7,20.0,16.15,7.05,4.3,4.7,23.7,22.0,99.3,-1.65,1.0,21.4,21.4,21.4,33.75,57.15,52.15,52.1,41.75,46.1,41.7,38.15,35.5,41.8,28.35,47.0,39.35,53.7,47.1,41.3,33.6,40.15,44.95,29.05,55.75,38.05,1.0833333333333333,1610612758,Sacramento Kings,2019-20,Sacramento Kings,20
46.1,36.0,83.35,0.4322000000000001,10.05,27.7,0.3657,17.75,26.45,0.6739499999999999,11.7,33.9,45.6,19.35,15.2,7.75,5.5,4.35,23.6,22.65,99.8,-4.5,1.0,17.1,17.1,17.1,20.7,44.75,45.95,41.05,30.05,35.35,32.85,30.25,28.35,39.5,35.15,33.4,37.0,43.0,35.7,31.9,30.0,27.45,40.2,28.35,40.5,33.7,1.0,1610612752,New York Knicks,2019-20,New York Knicks,20
46.0,37.45,81.25,0.46230000000000004,12.3,31.4,0.39659999999999995,17.9,23.6,0.7760500000000001,9.8,31.3,41.1,23.8,17.0,7.6,6.0,4.35,21.8,21.35,105.1,0.4,1.0,14.2,14.2,14.2,21.25,38.5,46.4,34.35,30.45,39.75,28.5,28.65,31.3,29.4,33.4,35.5,36.75,33.15,42.65,32.6,21.75,23.35,40.7,28.35,37.5,30.1,1.0,1610612765,Detroit Pistons,2019-20,Detroit Pistons,20
46.05,39.85,89.3,0.44670000000000004,13.35,36.05,0.3721,15.6,21.5,0.72435,12.35,33.75,46.1,23.2,15.95,8.95,5.05,5.05,22.35,20.5,108.65,0.65,1.0,19.7,19.7,19.7,26.9,44.85,40.1,46.05,36.9,39.95,38.75,42.9,42.95,39.8,30.25,43.1,38.25,47.2,33.15,26.95,35.0,36.15,42.75,37.1,46.4,39.45,1.0,1610612740,New Orleans Pelicans,2019-20,New Orleans Pelicans,20
45.95,38.0,87.1,0.437,11.55,35.75,0.32859999999999995,20.45,26.7,0.7681,10.55,33.95,44.5,21.55,15.95,9.05,5.1,5.9,21.65,23.4,108.0,2.35,1.0,9.75,9.75,9.75,27.05,39.45,39.75,36.55,42.3,42.95,37.8,28.6,30.15,34.7,32.25,31.65,33.6,40.3,37.05,26.8,35.9,33.7,35.9,25.5,39.1,27.55,1.0,1610612750,Minnesota Timberwolves,2019-20,Minnesota Timberwolves,20
46.24641665,36.05,83.15,0.43215000000000003,9.45,30.65,0.30965,18.25,24.8,0.7345499999999999,10.1,31.1,41.2,20.9,17.85,9.3,5.35,6.8,23.2,21.95,99.8,-8.1,1.0,16.4,16.4,16.4,22.25,44.55,48.3,40.8,47.95,51.0,42.5,33.85,31.4,46.75,30.9,41.45,39.85,43.4,42.65,24.45,31.8,38.2,34.65,30.05,47.55,37.15,1.0,1610612737,Atlanta Hawks,2019-20,Atlanta Hawks,20
44.9,33.85,80.3,0.42085,9.55,30.65,0.30809999999999993,17.05,22.15,0.7653000000000001,9.15,30.8,39.95,18.05,14.8,7.75,3.35,5.7,17.45,20.3,94.3,-5.7,1.0,15.7,15.7,15.7,30.35,51.45,46.05,49.25,43.75,40.1,46.0,25.25,26.15,34.55,40.25,41.3,42.9,52.3,28.5,26.2,30.55,31.2,31.25,29.25,47.85,34.45,1.0,1610612739,Cleveland Cavaliers,2019-20,Cleveland Cavaliers,20
45.05,35.5,83.2,0.42604999999999993,9.05,29.35,0.3050999999999999,18.35,22.35,0.8206,9.7,31.2,40.9,20.9,15.85,8.1,3.95,4.5,20.05,21.35,98.4,-7.0,1.0,14.5,14.5,14.5,29.75,43.65,41.35,40.3,39.0,38.15,40.65,36.35,37.5,31.4,35.1,39.75,40.6,48.05,38.15,34.0,38.2,31.15,35.35,31.95,42.8,35.0,1.0833333333333333,1610612744,Golden State Warriors,2019-20,Golden State Warriors,20
48.0,40.45,87.8,0.4608999999999999,16.95,42.45,0.39535,15.75,21.05,0.7310500000000001,11.65,37.75,49.4,23.7,14.7,5.8,5.75,4.7,18.65,19.3,113.6,7.35,1.0,14.0,14.0,14.0,4.0,37.7,34.6,38.55,33.1,36.0,34.55,40.6,37.65,47.8,27.2,34.55,31.45,32.6,38.35,39.45,26.85,40.0,33.15,33.1,40.1,36.85,1.0,1610612762,Utah Jazz,2020-21,Utah Jazz,20
48.25,41.25,87.1,0.47524999999999995,11.25,30.85,0.36785,19.85,25.85,0.76585,10.1,35.95,46.05,23.8,16.0,9.1,6.6,4.35,20.75,21.85,113.6,3.95,1.0,15.7,15.7,15.7,6.7,34.5,35.15,38.85,34.45,32.6,39.6,35.25,34.9,36.1,33.9,30.85,31.2,35.4,41.15,31.55,29.75,31.1,36.85,30.75,36.5,38.1,1.0,1610612755,Philadelphia 76ers,2020-21,Philadelphia 76ers,20
49.0,43.25,88.2,0.49185000000000006,14.35,36.5,0.39754999999999996,18.9,23.1,0.81595,8.6,36.7,45.3,26.5,15.25,6.35,6.25,4.15,19.8,20.3,119.75,4.0,1.0,20.2,20.2,20.2,4.5,34.35,35.15,37.95,32.3,33.5,34.15,31.55,33.3,32.65,35.7,28.45,31.65,35.55,43.05,35.8,23.8,29.4,38.2,27.05,33.2,38.35,1.0,1610612751,Brooklyn Nets,2020-21,Brooklyn Nets,20
49.0,40.4,87.8,0.46135000000000004,13.3,37.55,0.3544,15.8,18.95,0.82515,8.5,35.6,44.1,25.8,13.65,6.15,4.3,3.65,20.95,19.45,109.9,1.6,1.0,23.95,23.95,23.95,7.05,47.3,35.75,51.05,32.3,27.15,41.65,34.15,35.1,36.15,33.7,29.65,31.05,40.05,42.05,39.05,32.0,30.95,44.25,26.8,46.95,42.35,1.0,1610612756,Phoenix Suns,2020-21,Phoenix Suns,20
48.0,45.0,91.65,0.4923,15.5,38.95,0.3922,15.0,20.65,0.7344999999999999,10.9,37.7,48.6,27.0,14.35,8.3,4.75,5.25,18.0,18.45,120.5,8.15,1.0,19.4,19.4,19.4,3.0,34.1,36.35,34.3,29.85,28.85,34.2,40.3,37.45,40.85,30.6,35.85,34.8,29.15,38.25,34.8,30.95,35.9,38.95,31.6,35.65,34.05,1.0,1610612749,Milwaukee Bucks,2020-21,Milwaukee Bucks,20
49.25,43.3,89.7,0.4849500000000001,13.2,34.35,0.38544999999999996,16.8,21.9,0.7824000000000001,11.15,33.9,45.05,27.15,14.25,8.75,4.05,4.1,20.15,21.7,116.6,4.95,1.0,19.8,19.8,19.8,6.1,33.45,34.75,36.0,31.0,34.55,34.85,30.65,29.55,41.75,31.3,35.0,33.6,30.9,39.1,27.45,37.05,27.25,39.65,25.55,32.75,35.8,1.0,1610612743,Denver Nuggets,2020-21,Denver Nuggets,20
48.0,37.7,84.9,0.4452,9.45,27.0,0.35540000000000005,16.7,22.0,0.7605,10.8,36.3,47.1,21.05,14.1,6.75,5.1,6.35,21.1,19.7,101.55,-1.1,1.0,23.55,23.55,23.55,7.0,41.9,41.9,39.9,47.1,45.35,43.2,34.0,32.25,42.1,26.15,30.6,27.05,34.85,39.55,34.25,31.5,39.0,37.05,25.05,44.3,41.05,1.0,1610612752,New York Knicks,2020-21,New York Knicks,20
48.0,41.0,85.9,0.4767,14.7,35.5,0.41435000000000005,17.05,20.05,0.8516999999999999,9.3,34.65,43.95,24.7,13.65,7.8,4.75,2.9,19.65,17.8,113.75,7.45,1.0,12.75,12.75,12.75,1.0,36.9,36.2,38.6,29.95,30.8,34.55,30.4,30.6,34.15,33.25,34.4,34.35,32.55,35.75,28.75,26.85,17.6,34.45,34.4,35.7,33.25,1.0,1610612746,LA Clippers,2020-21,LA Clippers,20
48.5,39.4,88.1,0.44895000000000007,12.3,34.9,0.3505,21.4,26.25,0.812,11.3,35.95,47.25,24.1,14.75,6.75,4.95,5.7,20.3,21.05,112.5,2.5,1.0,21.5,21.5,21.5,4.7,41.5,34.1,44.35,34.1,30.75,38.2,28.8,29.1,35.25,31.1,29.95,30.1,33.1,40.8,35.25,32.6,37.55,38.2,27.0,38.45,34.7,1.0,1610612737,Atlanta Hawks,2020-21,Atlanta Hawks,20
48.25,39.95,87.1,0.4584999999999999,11.8,35.95,0.3246,17.0,22.85,0.74075,8.3,34.3,42.6,22.3,12.35,7.05,4.55,4.05,21.05,21.55,108.7,-2.05,1.0,26.2,26.2,26.2,1.95,39.4,35.8,41.65,45.0,42.2,46.1,31.7,29.95,41.15,38.6,34.2,37.2,37.45,35.4,27.0,29.8,36.45,42.0,26.55,42.95,43.0,1.0,1610612742,Dallas Mavericks,2020-21,Dallas Mavericks,20
48.25,40.85,92.5,0.4422999999999999,16.15,42.55,0.37770000000000004,17.55,21.15,0.8355499999999999,10.2,33.6,43.8,20.7,11.4,7.95,4.8,5.0,19.35,18.9,115.4,-1.65,1.0,19.9,19.9,19.9,1.95,35.5,29.75,42.45,31.4,26.95,38.75,35.35,35.75,33.75,36.55,35.35,37.8,37.15,34.9,23.3,33.8,36.75,35.4,35.4,36.4,40.05,1.0,1610612757,Portland Trail Blazers,2020-21,Portland Trail Blazers,20
48.5,38.5,82.35,0.46805,13.05,37.2,0.35205,16.8,21.65,0.7737499999999999,6.85,34.6,41.45,25.75,17.15,6.4,3.85,3.95,20.05,21.15,106.85,-5.45,1.0,27.0,27.0,27.0,4.6,37.6,42.0,36.1,32.75,32.55,37.8,34.0,32.05,39.3,41.2,32.05,36.2,37.55,50.45,43.55,33.05,31.3,39.9,24.95,37.05,43.8,1.0,1610612748,Miami Heat,2020-21,Miami Heat,20
48.0,41.75,88.45,0.4727499999999999,11.95,31.85,0.37879999999999997,16.1,21.35,0.75305,11.0,33.65,44.65,22.7,15.0,8.8,5.4,5.1,20.8,19.8,111.55,2.15,1.0,17.2,17.2,17.2,5.0,32.6,38.4,32.4,42.1,48.3,34.9,35.4,34.15,40.5,31.5,34.55,34.9,37.0,39.6,26.1,33.3,35.75,35.2,32.05,36.2,33.3,1.0,1610612738,Boston Celtics,2020-21,Boston Celtics,20
48.0,42.0,87.45,0.4809500000000001,12.0,30.9,0.3818500000000001,16.8,22.4,0.7515000000000002,10.05,36.45,46.5,24.7,14.7,6.65,6.05,4.4,18.5,21.1,112.8,8.05,1.0,13.6,13.6,13.6,7.0,28.7,29.6,32.35,28.35,34.6,28.75,35.45,37.05,31.6,32.15,26.65,27.5,34.1,32.3,42.1,28.0,30.1,30.05,35.2,30.0,28.1,1.0,1610612747,Los Angeles Lakers,2020-21,Los Angeles Lakers,20
48.25,42.35,91.65,0.4623500000000001,11.65,32.25,0.35805000000000003,14.6,18.65,0.7824,11.4,33.6,45.0,28.35,14.1,9.8,5.25,6.0,18.6,17.3,110.95,0.05,1.0,20.0,20.0,20.0,4.85,36.65,34.0,39.4,31.85,33.35,35.35,43.2,42.9,35.1,31.75,41.75,40.4,27.05,38.05,28.6,29.0,38.2,32.6,40.85,39.5,37.5,1.0,1610612763,Memphis Grizzlies,2020-21,Memphis Grizzlies,20
48.0,41.35,90.95,0.45410000000000006,12.1,34.55,0.3504,19.45,25.75,0.75865,10.15,33.45,43.6,25.05,13.9,7.0,3.9,4.3,22.6,21.6,114.25,-6.8,1.0,26.5,26.5,26.5,6.0,40.65,36.0,43.7,22.65,18.3,36.25,37.5,36.4,40.0,30.35,41.85,39.3,34.5,31.05,33.5,32.8,27.95,40.65,35.25,39.6,45.25,1.0,1610612764,Washington Wizards,2020-21,Washington Wizards,20
