MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,AVAILABLE_FLAG,TEAM_ID,TEAM_NAME,Season,FullTeamName,GamesAggregated
45.25,37.3,84.15,0.44345000000000007,9.3,29.35,0.32205000000000006,17.3,22.4,0.76085,9.85,33.35,43.2,20.9,14.7,7.5,5.55,5.0,20.35,20.9,101.2,-2.3,1.0,32.2,32.2,32.2,38.05,63.15,54.1,62.1,53.85,51.2,53.9,54.45,57.4,47.25,41.75,52.35,52.5,61.9,45.8,32.05,29.75,41.7,57.05,45.3,70.4,52.85,1.0,1610612747,Los Angeles Lakers,2022-23,Los Angeles Lakers,20
46.25,40.7,90.25,0.45,8.65,27.4,0.31880000000000003,16.45,20.1,0.8129499999999998,11.1,31.65,42.75,22.55,12.5,7.35,4.8,6.1,21.0,20.95,106.5,-1.0,1.0,20.35,20.35,20.35,25.75,52.05,45.0,56.35,56.0,55.05,50.7,49.75,51.1,43.05,40.05,46.2,44.45,52.5,37.05,38.3,42.25,51.25,54.65,29.95,58.4,43.05,1.0,1610612737,Atlanta Hawks,2022-23,Atlanta Hawks,20
46.25,39.0,83.8,0.46595,10.2,32.0,0.32045,17.85,23.1,0.7687,10.15,32.2,42.35,24.15,15.85,8.35,5.0,4.3,21.9,19.95,106.05,-1.85,1.0,25.2,25.2,25.2,25.05,52.6,51.3,53.65,51.1,45.65,55.6,41.05,43.95,39.85,33.4,43.1,41.4,47.65,43.1,38.75,40.3,40.3,42.8,39.85,52.8,46.55,1.0,1610612750,Minnesota Timberwolves,2022-23,Minnesota Timberwolves,20
46.75,40.75,86.45,0.4717500000000001,11.0,29.1,0.37145,18.85,24.3,0.7666000000000001,12.4,32.9,45.3,25.3,14.2,7.75,4.65,5.65,19.45,20.3,111.35,6.35,1.0,19.0,19.0,19.0,25.7,41.4,43.4,45.25,40.15,45.65,39.6,44.25,41.75,51.6,31.55,41.25,37.2,41.25,37.25,43.5,31.95,48.5,34.65,41.8,43.8,36.1,1.0,1610612740,New Orleans Pelicans,2022-23,New Orleans Pelicans,20
46.0,38.3,86.55,0.44214999999999993,11.15,33.55,0.33475,17.6,22.65,0.76735,12.35,29.8,42.15,21.75,13.45,10.55,6.0,4.75,21.35,20.1,105.35,3.7,1.0,19.0,19.0,19.0,25.25,57.55,54.0,53.85,35.2,34.75,43.05,44.6,43.6,48.15,44.45,45.25,45.65,50.75,52.55,32.0,29.35,39.7,48.5,35.65,55.25,41.45,1.0,1610612761,Toronto Raptors,2022-23,Toronto Raptors,20
46.1,38.65,81.8,0.473,9.7,27.15,0.35505,19.55,24.05,0.8128499999999999,9.45,31.5,40.95,23.05,16.3,7.8,4.95,6.3,20.8,21.1,106.55,-0.3,1.0,23.0,23.0,23.0,26.95,56.4,52.85,52.7,43.35,46.35,44.05,32.95,33.7,38.85,32.35,52.35,47.0,48.4,57.2,39.5,34.8,52.9,49.15,32.05,52.75,43.45,1.0,1610612741,Chicago Bulls,2022-23,Chicago Bulls,20
45.55,38.5,87.8,0.43759999999999993,10.45,33.9,0.2994,14.75,19.65,0.74665,11.25,32.6,43.85,22.65,14.3,8.65,5.9,5.65,21.1,20.4,102.2,0.45,1.0,23.5,23.5,23.5,36.85,55.15,50.35,56.45,51.6,43.8,58.8,60.45,58.4,59.9,43.15,41.7,43.65,48.95,49.65,36.1,22.5,43.1,42.9,44.4,63.6,44.65,1.0,1610612760,Oklahoma City Thunder,2022-23,Oklahoma City Thunder,20
46.0,38.9,85.85,0.45359999999999995,13.35,37.25,0.3565,18.2,23.55,0.7703,11.3,32.05,43.35,25.95,16.25,7.5,6.2,5.6,22.25,20.2,109.35,0.45,1.0,17.65,17.65,17.65,23.75,52.2,51.3,49.85,40.7,38.05,43.9,44.3,42.7,47.35,33.85,38.75,35.2,42.65,49.25,41.65,34.85,42.05,46.5,40.95,50.65,35.0,1.0,1610612754,Indiana Pacers,2022-23,Indiana Pacers,20
46.6,36.3,80.55,0.45235000000000003,12.4,37.2,0.3366,19.0,25.95,0.7261999999999998,8.5,29.95,38.45,19.45,13.5,8.7,3.7,5.25,23.05,23.6,104.0,0.5,1.0,21.9,21.9,21.9,27.65,55.2,53.15,51.4,57.6,53.85,53.75,40.45,38.85,49.35,34.1,46.7,43.2,59.0,49.2,18.35,39.7,50.35,47.4,33.65,57.55,42.5,1.0,1610612742,Dallas Mavericks,2022-23,Dallas Mavericks,20
45.3,36.8,84.45,0.43105000000000004,12.65,36.9,0.3376,15.65,21.75,0.7325999999999999,12.7,30.9,43.6,23.4,16.45,8.5,5.4,5.05,22.15,22.25,101.9,1.55,1.0,17.0,17.0,17.0,36.3,56.9,54.5,59.5,45.4,46.1,47.8,56.1,50.45,53.85,38.0,57.45,50.75,51.65,49.7,20.1,38.15,41.8,51.55,34.8,57.5,37.3,1.0,1610612762,Utah Jazz,2022-23,Utah Jazz,20
46.25,38.6,82.6,0.46840000000000004,10.35,29.7,0.3464,17.5,22.0,0.79335,9.25,33.05,42.3,23.05,13.95,6.55,5.65,4.35,20.45,20.55,105.05,0.5,1.0,18.1,18.1,18.1,23.6,53.5,52.05,49.55,47.15,48.4,44.7,41.7,43.0,41.95,40.8,43.3,45.1,49.55,40.55,42.0,33.5,34.15,48.9,34.9,56.05,38.6,1.0,1610612764,Washington Wizards,2022-23,Washington Wizards,20
46.25,36.15,78.75,0.45895,10.85,29.8,0.3621,20.15,26.55,0.7595500000000001,9.85,33.05,42.9,21.35,15.8,7.1,4.6,4.75,20.0,23.45,103.3,3.55,1.0,12.1,12.1,12.1,22.9,58.4,58.2,51.45,50.9,61.65,40.2,38.0,33.85,51.5,35.85,32.15,31.6,52.55,50.05,35.65,38.45,39.75,37.45,24.0,56.15,31.05,1.0,1610612757,Portland Trail Blazers,2022-23,Portland Trail Blazers,20
46.45,37.6,81.95,0.4577,10.15,31.5,0.3246,19.1,24.8,0.7757000000000001,10.85,33.25,44.1,20.15,16.3,6.3,4.9,4.3,22.15,21.1,104.45,-3.35,1.0,26.2,26.2,26.2,24.5,50.8,52.75,49.3,44.85,39.5,49.15,45.35,45.75,46.25,37.25,38.9,34.7,57.1,49.4,49.2,33.85,31.7,54.4,39.4,54.15,45.5,1.0,1610612753,Orlando Magic,2022-23,Orlando Magic,20
46.95,38.3,87.1,0.4391,10.35,32.8,0.3184,15.9,21.85,0.72625,12.0,32.2,44.2,23.55,15.55,7.5,5.85,6.5,20.3,20.15,102.85,-4.7,1.0,21.3,21.3,21.3,24.85,49.35,46.7,50.45,42.15,40.45,46.1,50.1,48.65,49.25,34.15,44.75,41.15,48.5,46.85,42.7,32.05,47.55,42.1,42.15,54.2,41.05,1.0,1610612766,Charlotte Hornets,2022-23,Charlotte Hornets,20
46.0,36.7,85.35,0.42995,11.6,34.5,0.33530000000000004,17.9,24.05,0.7527,12.9,31.7,44.6,20.95,16.9,8.2,5.7,5.9,21.3,21.6,102.9,-6.4,1.0,19.0,19.0,19.0,23.0,57.25,51.4,56.0,33.25,30.8,41.65,44.1,44.6,42.0,42.0,47.05,47.5,49.5,45.65,33.35,31.5,37.8,46.85,35.2,54.45,39.75,1.0,1610612745,Houston Rockets,2022-23,Houston Rockets,20
46.25,39.3,86.9,0.4527500000000001,12.3,33.65,0.3661,14.85,20.85,0.7104999999999999,12.3,30.15,42.45,25.65,17.25,7.1,4.8,5.0,18.9,19.45,105.75,-6.7,1.0,15.95,15.95,15.95,25.75,54.2,56.3,47.6,29.95,34.85,36.3,47.85,46.3,50.15,38.15,49.55,45.7,44.55,51.35,38.3,32.45,38.0,35.3,39.05,53.6,36.25,1.0,1610612759,San Antonio Spurs,2022-23,San Antonio Spurs,20
46.0,35.65,81.75,0.43865,11.05,32.85,0.3345,21.75,27.6,0.7971,10.45,31.15,41.6,20.95,15.55,6.75,4.05,6.45,22.85,23.1,104.1,-6.85,1.0,15.0,15.0,15.0,24.5,57.6,49.6,54.5,42.5,40.05,48.5,34.75,37.4,36.2,41.4,41.2,42.5,51.55,43.0,44.4,35.15,44.1,43.55,30.95,51.3,41.3,1.0,1610612765,Detroit Pistons,2022-23,Detroit Pistons,20
46.5,40.2,85.95,0.46754999999999997,14.5,40.3,0.36039999999999994,16.3,20.85,0.7809,10.45,35.7,46.15,24.0,14.6,6.35,5.8,4.1,17.5,18.0,111.2,7.5,1.0,20.8,20.8,20.8,25.4,56.4,50.95,52.9,49.9,46.6,53.65,40.7,39.6,48.65,43.1,41.05,42.95,54.9,53.3,44.1,46.3,43.4,47.7,37.6,58.55,50.2,1.0,1610612738,Boston Celtics,2023-24,Boston Celtics,20
44.8,39.3,81.65,0.4816,11.95,32.35,0.3686,17.2,21.2,0.8006499999999999,7.6,32.05,39.65,23.0,15.45,8.65,5.5,5.05,19.25,20.55,107.75,3.65,1.0,25.4,25.4,25.4,36.2,61.4,63.45,53.4,49.65,51.45,47.15,43.45,42.3,50.45,53.6,46.2,51.2,57.7,60.6,41.7,50.4,42.05,45.3,33.8,60.9,47.95,1.0,1610612760,Oklahoma City Thunder,2023-24,Oklahoma City Thunder,20
46.08333335,38.3,87.9,0.43635,12.15,34.6,0.3447,15.65,21.85,0.7166499999999999,13.7,31.85,45.55,22.3,13.85,8.1,3.55,5.8,18.4,20.2,104.4,2.15,1.0,24.4,24.4,24.4,23.2,53.25,41.75,54.35,46.0,43.65,45.5,47.45,42.05,58.1,33.0,43.2,39.4,50.75,44.7,34.25,46.8,44.1,44.6,32.75,54.8,46.1,1.0,1610612752,New York Knicks,2023-24,New York Knicks,20
46.0,41.1,84.1,0.48815,11.8,32.85,0.3625,14.7,19.85,0.73035,9.8,32.15,41.95,26.95,13.15,7.1,5.25,4.0,18.2,19.25,108.7,4.45,1.0,24.6,24.6,24.6,22.25,49.9,49.85,46.65,39.45,35.3,45.25,44.85,43.0,50.7,47.3,46.55,49.1,49.5,44.9,41.35,40.5,33.45,42.35,35.65,52.85,47.05,1.0,1610612743,Denver Nuggets,2023-24,Denver Nuggets,20
46.25,39.25,82.65,0.4753,9.9,28.95,0.3364,19.5,25.2,0.7679,9.7,32.65,42.35,24.05,15.6,7.85,6.4,5.4,19.65,22.3,107.9,2.8,1.0,23.8,23.8,23.8,25.0,46.8,48.35,47.0,57.7,55.35,56.9,34.35,32.8,45.4,36.65,43.9,44.45,52.45,48.5,37.5,34.75,45.55,46.35,31.2,50.25,48.1,1.0,1610612750,Minnesota Timberwolves,2023-24,Minnesota Timberwolves,20
46.0,39.95,82.55,0.4811000000000001,12.35,34.65,0.3457,18.25,24.7,0.7414,9.5,32.5,42.0,22.45,15.6,7.3,4.8,4.0,21.45,20.3,110.5,0.4,1.0,21.4,21.4,21.4,24.5,50.15,53.15,46.35,49.3,51.75,49.95,40.9,37.65,49.9,42.3,49.7,50.05,58.7,52.9,35.05,41.9,37.05,50.05,36.15,49.2,46.8,1.0,1610612749,Milwaukee Bucks,2023-24,Milwaukee Bucks,20
46.25,39.55,84.95,0.46515000000000006,11.85,33.3,0.35524999999999995,16.6,21.95,0.75295,10.5,32.45,42.95,24.8,14.3,9.9,4.7,5.2,20.75,19.85,107.55,4.25,1.0,28.0,28.0,28.0,22.2,51.55,45.1,53.3,43.9,40.4,51.6,47.4,42.6,57.3,37.55,41.95,40.3,46.25,47.75,20.4,42.85,45.1,52.65,33.15,54.65,43.2,1.0,1610612746,LA Clippers,2023-24,LA Clippers,20
46.0175,39.35,83.2,0.47425000000000006,11.1,31.45,0.3567,17.95,23.25,0.7775000000000001,10.65,34.35,45.0,23.85,14.2,7.05,6.1,4.85,19.2,20.25,107.75,4.15,1.0,17.2,17.2,17.2,28.5,51.6,52.25,46.2,56.2,59.95,49.55,34.05,34.15,38.5,35.45,37.6,36.45,62.25,45.7,42.2,27.25,39.05,52.9,35.3,51.0,42.1,1.0,1610612739,Cleveland Cavaliers,2023-24,Cleveland Cavaliers,20
46.08333335,37.2,84.1,0.44115000000000004,9.85,31.2,0.3177,18.9,25.05,0.7638,11.55,31.0,42.55,22.3,15.95,9.85,5.85,5.55,19.75,22.0,103.15,-0.5,1.0,24.5,24.5,24.5,23.95,52.85,45.3,55.75,47.4,44.1,50.1,39.8,39.45,43.35,33.8,44.25,39.0,51.15,48.3,27.2,34.45,47.55,43.85,30.0,50.3,46.2,1.0,1610612753,Orlando Magic,2023-24,Orlando Magic,20
46.18083335,41.2,87.3,0.47074999999999995,14.75,40.35,0.3618,19.1,25.85,0.74385,10.85,32.1,42.95,23.35,12.35,6.7,3.8,3.8,18.3,22.3,116.25,3.9,1.0,17.2,17.2,17.2,22.45,47.75,47.85,46.4,37.65,35.9,44.3,32.85,30.7,46.95,33.75,45.8,39.55,50.2,39.2,42.0,47.9,35.05,40.35,31.75,43.1,40.95,1.0,1610612742,Dallas Mavericks,2023-24,Dallas Mavericks,20
46.75,38.4,82.6,0.465,11.9,32.2,0.36185,19.95,24.4,0.8016,10.9,30.75,41.65,24.05,15.4,7.95,5.9,5.7,20.35,21.05,108.65,2.3,1.0,23.95,23.95,23.95,23.5,54.35,51.1,53.7,42.65,41.55,46.0,37.95,37.8,41.4,37.4,52.1,48.45,51.6,44.75,36.8,40.8,52.55,55.9,31.45,48.5,45.2,1.0,1610612756,Phoenix Suns,2023-24,Phoenix Suns,20
46.0,44.55,91.65,0.48365,13.95,37.7,0.3621,16.65,21.25,0.7845000000000001,10.15,30.2,40.35,27.25,13.25,7.35,6.25,6.05,21.7,18.25,119.7,1.7,1.0,23.05,23.05,23.05,22.25,47.1,42.55,50.65,36.45,32.2,43.65,37.1,38.15,40.25,39.25,47.25,45.85,51.8,43.4,41.7,37.55,46.05,43.1,41.45,44.55,44.05,1.0,1610612754,Indiana Pacers,2023-24,Indiana Pacers,20
44.8,39.6,83.25,0.47440000000000004,10.75,29.7,0.35865,22.6,28.0,0.80475,10.55,30.6,41.15,22.85,13.6,7.9,6.45,6.05,20.05,21.8,112.55,4.3,1.0,21.0,21.0,21.0,35.6,48.35,58.15,38.35,51.45,58.55,44.95,33.15,30.6,47.9,44.9,46.45,48.5,51.75,52.7,44.8,39.15,41.3,41.95,28.8,46.9,40.45,1.0,1610612755,Philadelphia 76ers,2023-24,Philadelphia 76ers,20
46.0,39.3,84.05,0.4668,10.4,30.25,0.3412,19.5,26.2,0.7377999999999999,10.45,33.05,43.5,24.15,15.15,8.1,5.0,4.65,20.95,21.0,108.5,0.05,1.0,24.4,24.4,24.4,22.25,51.4,46.15,52.5,49.6,50.1,51.05,34.95,32.65,49.1,41.4,44.85,45.25,51.45,50.5,43.9,33.8,36.75,53.7,28.35,51.25,51.45,1.0,1610612740,New Orleans Pelicans,2023-24,New Orleans Pelicans,20
45.2,36.5,79.85,0.45709999999999995,11.6,31.7,0.3677500000000001,18.4,22.2,0.8231999999999999,9.35,28.7,38.05,23.8,14.25,9.1,3.15,4.85,18.4,20.45,103.0,1.35,1.0,21.0,21.0,21.0,31.0,54.15,56.45,49.6,45.95,49.1,44.45,38.85,38.95,39.5,40.35,57.6,56.15,49.05,49.4,27.5,40.05,42.3,48.15,32.35,53.4,44.45,1.0,1610612748,Miami Heat,2023-24,Miami Heat,20
45.7,38.65,81.75,0.47325,10.25,28.8,0.35164999999999996,17.9,24.0,0.7412000000000001,8.75,33.35,42.1,23.1,14.6,7.65,6.55,4.7,18.45,20.5,105.45,-3.1,1.0,26.0,26.0,26.0,32.65,62.15,61.25,56.3,52.9,56.4,51.05,45.4,43.0,51.85,35.55,46.9,44.25,64.0,45.3,39.5,30.6,39.45,60.05,39.25,62.6,48.8,1.0,1610612747,Los Angeles Lakers,2023-24,Los Angeles Lakers,20
45.7,38.0,82.45,0.4610499999999999,13.65,39.25,0.34885,16.65,22.4,0.7448499999999999,10.1,30.2,40.3,24.5,15.15,8.45,4.95,3.6,21.25,20.3,106.3,1.0,1.0,18.85,18.85,18.85,33.1,57.95,59.1,51.75,45.0,40.1,50.65,37.0,36.3,45.9,44.4,52.15,53.35,55.05,51.95,37.3,33.75,32.0,47.25,30.8,55.8,43.05,1.0,1610612758,Sacramento Kings,2023-24,Sacramento Kings,20
46.5,37.55,85.7,0.43950000000000006,11.2,32.7,0.346,15.9,20.6,0.7721,11.75,29.8,41.55,21.25,13.15,8.4,5.2,4.75,20.55,19.7,102.2,-2.65,1.0,26.2,26.2,26.2,28.75,59.55,49.85,57.25,43.25,38.35,48.45,44.1,43.1,47.4,37.35,51.9,50.0,59.35,44.45,31.9,32.05,36.6,51.75,35.8,60.1,45.35,1.0,1610612741,Chicago Bulls,2023-24,Chicago Bulls,20
46.25,41.5,88.65,0.4673999999999999,13.2,37.15,0.3568,20.1,24.7,0.80695,13.75,30.8,44.55,24.95,15.35,8.25,5.0,5.6,19.15,20.15,116.3,1.8,1.0,18.55,18.55,18.55,25.75,44.8,52.15,41.75,41.3,46.15,42.65,34.2,34.95,38.3,35.2,47.15,42.7,45.95,51.2,34.65,33.65,38.0,42.8,35.05,41.8,36.15,1.0,1610612737,Atlanta Hawks,2023-24,Atlanta Hawks,20
45.38083335,37.75,85.75,0.44049999999999995,12.7,37.2,0.3416,18.6,24.15,0.7712999999999999,13.4,31.5,44.9,25.4,16.45,7.5,3.25,4.15,23.3,21.95,106.8,-1.25,1.0,31.55,31.55,31.55,33.25,63.65,54.65,59.15,54.55,48.05,56.75,32.3,30.4,45.45,33.5,55.15,47.5,58.2,55.0,37.95,51.1,30.95,60.0,25.3,63.6,52.6,1.0,1610612744,Golden State Warriors,2023-24,Golden State Warriors,20
45.85,39.7,85.55,0.46440000000000003,13.1,36.25,0.36,15.7,20.55,0.7619,9.25,32.75,42.0,24.2,12.7,7.5,4.45,4.9,21.4,19.45,108.2,5.5,1.0,17.1,17.1,17.1,30.15,48.7,58.65,42.45,40.3,44.7,42.5,52.95,52.95,46.35,55.0,45.45,52.35,43.85,41.55,43.75,41.75,31.85,48.5,42.25,52.65,35.45,1.0,1610612745,Houston Rockets,2023-24,Houston Rockets,20
46.52583335,40.15,88.15,0.45525000000000004,14.2,37.8,0.37675000000000003,16.1,21.0,0.7665,11.6,34.2,45.8,24.05,13.95,6.95,5.4,5.25,20.4,18.5,110.6,2.0,1.0,18.5,18.5,18.5,25.35,43.2,45.6,44.3,32.15,37.15,38.2,40.25,41.35,41.2,40.95,32.5,36.4,46.3,48.95,42.3,35.1,39.35,47.4,41.15,43.35,34.8,1.0,1610612751,Brooklyn Nets,2023-24,Brooklyn Nets,20
46.608333349999995,39.05,86.15,0.4514499999999999,10.45,32.15,0.3197,17.55,23.9,0.73385,11.65,32.65,44.3,26.35,16.0,7.95,5.15,5.8,20.25,21.45,106.1,-2.6,1.0,16.6,16.6,16.6,24.4,51.3,48.8,49.5,45.4,44.65,46.4,39.45,37.35,49.65,37.95,37.65,33.4,49.9,52.1,37.85,37.0,41.1,49.15,28.2,51.0,37.3,1.0,1610612761,Toronto Raptors,2023-24,Toronto Raptors,20
44.8,39.3,85.7,0.46005,13.95,38.45,0.36374999999999996,15.75,19.85,0.7882499999999999,13.1,32.15,45.25,25.85,16.9,6.0,5.15,6.05,20.6,19.2,108.3,-2.8,1.0,20.8,20.8,20.8,36.2,53.4,52.55,49.25,34.4,34.5,42.8,54.75,52.85,51.15,33.6,48.2,42.6,49.3,50.75,43.95,45.2,37.65,53.1,40.8,56.05,42.2,1.0,1610612762,Utah Jazz,2023-24,Utah Jazz,20
45.05,35.75,84.75,0.42095000000000005,13.35,39.7,0.33335,15.2,20.15,0.75345,10.4,30.35,40.75,22.75,15.2,8.1,5.7,6.05,20.4,19.4,100.05,-4.6,1.0,21.15,21.15,21.15,36.0,50.8,48.6,51.75,39.5,38.0,48.0,47.0,45.9,49.4,45.05,48.4,49.85,52.35,42.35,42.8,41.35,37.6,52.55,39.35,51.25,41.2,1.0,1610612763,Memphis Grizzlies,2023-24,Memphis Grizzlies,20
45.45,38.35,85.05,0.4497999999999999,9.4,29.2,0.32084999999999997,17.2,22.7,0.7624500000000001,12.15,31.0,43.15,21.9,14.9,6.95,5.3,5.6,21.35,20.5,103.3,-8.2,1.0,17.5,17.5,17.5,30.9,44.6,47.65,45.35,56.75,59.5,51.8,27.6,26.7,48.0,27.75,41.35,35.5,51.45,46.4,38.85,34.25,47.7,61.1,24.4,44.0,41.5,1.0,1610612766,Charlotte Hornets,2023-24,Charlotte Hornets,20
45.7,38.65,86.95,0.4417999999999999,11.15,32.4,0.33904999999999996,15.2,21.0,0.7283,10.8,32.5,43.3,25.7,15.7,6.85,5.9,4.9,21.15,20.3,103.65,-6.4,1.0,17.2,17.2,17.2,32.55,52.25,51.7,53.0,50.5,56.5,46.75,44.35,40.3,54.5,40.9,49.1,47.6,56.25,43.15,41.75,43.45,39.7,63.75,30.5,54.3,42.65,1.0,1610612759,San Antonio Spurs,2023-24,San Antonio Spurs,20
46.0,41.35,88.15,0.46855,11.05,32.1,0.34640000000000004,16.3,21.45,0.7614500000000001,9.15,30.1,39.25,25.35,13.5,7.85,5.35,5.45,19.95,19.65,110.05,-6.4,1.0,14.6,14.6,14.6,23.0,45.65,48.55,43.2,46.3,52.1,44.2,36.9,37.8,43.3,40.75,48.85,48.1,49.8,37.85,40.75,38.7,32.35,41.6,33.05,46.05,38.8,1.0,1610612764,Washington Wizards,2023-24,Washington Wizards,20
46.0,39.5,85.45,0.46160000000000007,10.2,29.8,0.34345,16.1,20.7,0.7781499999999999,11.95,32.85,44.8,24.95,17.15,6.75,5.25,5.95,23.85,18.2,105.3,-3.6,1.0,13.6,13.6,13.6,23.75,46.2,46.9,45.0,45.8,51.85,44.0,45.0,45.5,42.2,30.75,41.5,36.1,40.4,51.3,40.9,31.45,39.0,56.9,38.25,49.4,33.15,1.0,1610612765,Detroit Pistons,2023-24,Detroit Pistons,20
46.5,37.05,86.0,0.43084999999999996,10.35,31.3,0.3328,16.2,21.55,0.7545499999999998,12.5,29.05,41.55,20.95,16.35,8.45,5.3,6.9,20.15,19.45,100.65,-6.5,1.0,16.6,16.6,16.6,26.7,51.95,49.1,49.35,47.5,46.0,48.6,41.85,39.55,50.25,39.05,45.45,46.3,51.6,47.9,30.75,29.25,40.15,41.85,34.9,52.3,39.75,1.0,1610612757,Portland Trail Blazers,2023-24,Portland Trail Blazers,20
46.0,42.8,84.2,0.5066999999999999,14.15,36.3,0.38825000000000004,16.25,20.7,0.7737999999999999,8.35,32.7,41.05,26.9,14.3,9.45,5.25,4.05,18.6,18.25,116.0,9.0,1.0,10.9,10.9,10.9,23.0,45.45,59.3,33.45,48.95,61.25,39.15,42.6,43.95,42.35,61.0,47.55,58.65,45.15,44.75,32.15,32.1,35.35,43.55,43.0,48.35,41.8,1.0,1610612739,Cleveland Cavaliers,2024-25,Cleveland Cavaliers,20
44.8,37.85,85.65,0.4396999999999999,13.35,37.75,0.3519,14.9,19.0,0.7756000000000001,9.2,31.45,40.65,22.95,13.6,10.55,5.9,4.7,19.2,18.2,103.95,5.75,1.0,25.85,25.85,25.85,34.4,61.95,57.5,60.85,47.45,45.4,49.45,49.4,49.05,52.05,49.65,51.9,55.6,57.6,51.95,40.1,38.05,37.35,38.7,40.45,63.1,52.25,1.0,1610612760,Oklahoma City Thunder,2024-25,Oklahoma City Thunder,20
46.75,40.0,86.8,0.4609500000000001,17.1,46.55,0.36510000000000004,18.0,22.55,0.7928499999999999,11.1,30.15,41.25,24.65,12.4,6.95,5.15,4.4,17.6,19.6,115.1,7.2,1.0,19.9,19.9,19.9,25.1,48.3,50.0,45.2,43.65,45.55,46.6,31.5,28.8,45.75,41.0,55.3,57.25,49.5,44.15,43.1,44.3,48.0,48.65,28.3,41.0,45.85,1.0,1610612738,Boston Celtics,2024-25,Boston Celtics,20
46.25,40.4,91.75,0.4402500000000001,10.5,32.95,0.31155,16.85,22.25,0.7603,14.7,35.05,49.75,21.25,13.7,8.95,5.4,6.45,20.95,19.3,108.15,6.05,1.0,22.6,22.6,22.6,24.3,49.1,43.65,51.1,53.1,49.2,55.3,38.55,41.4,40.45,40.85,35.75,37.45,49.5,37.3,33.8,36.65,48.05,49.2,39.75,51.3,40.4,1.0,1610612745,Houston Rockets,2024-25,Houston Rockets,20
44.8,37.45,84.1,0.4447,11.05,32.65,0.33540000000000003,18.7,24.8,0.7504,10.65,30.15,40.8,24.35,13.45,7.45,4.6,5.55,19.0,21.45,104.65,-1.85,1.0,24.85,24.85,24.85,35.0,52.05,47.6,55.55,53.55,59.15,49.9,40.75,37.2,50.25,38.7,52.3,49.65,47.8,39.65,40.25,41.4,52.85,52.1,29.05,52.0,49.95,1.0,1610612747,Los Angeles Lakers,2024-25,Los Angeles Lakers,20
46.0,41.4,83.45,0.49545000000000006,12.8,33.0,0.38144999999999996,16.2,20.15,0.8039,8.95,31.95,40.9,25.7,13.4,7.05,3.45,4.25,17.5,19.4,111.8,4.75,1.0,22.6,22.6,22.6,27.5,45.9,56.5,38.7,40.2,44.45,38.9,41.5,44.0,41.75,51.25,38.5,46.5,46.8,38.95,51.15,39.65,31.1,43.55,39.9,45.85,42.35,1.0,1610612752,New York Knicks,2024-25,New York Knicks,20
46.67916665,39.85,83.95,0.4731000000000001,11.3,31.6,0.34880000000000005,17.25,22.7,0.7617,9.0,30.45,39.45,25.65,16.6,8.25,5.0,5.05,21.8,21.0,108.25,-4.65,1.0,34.15,34.15,34.15,25.7,52.5,57.35,47.3,49.5,58.25,42.85,39.15,38.0,48.7,43.2,51.1,52.15,55.65,55.5,42.25,40.45,42.85,56.15,31.6,52.95,55.65,1.0,1610612754,Indiana Pacers,2024-25,Indiana Pacers,20
46.5,38.75,84.8,0.45404999999999995,11.85,31.4,0.38085,18.85,24.3,0.77545,11.0,32.8,43.8,26.65,14.1,7.95,4.4,6.7,19.2,21.15,108.2,1.9,1.0,24.4,24.4,24.4,25.5,57.7,50.85,60.95,40.65,42.45,41.8,39.8,39.55,43.55,42.45,48.05,47.45,51.5,43.0,41.9,43.25,51.2,50.15,31.05,53.7,46.85,1.0,1610612743,Denver Nuggets,2024-25,Denver Nuggets,20
46.25,37.85,82.55,0.4596,12.25,32.9,0.37350000000000005,18.45,23.95,0.77685,11.9,31.5,43.4,24.05,15.95,8.05,4.5,5.05,19.55,20.6,106.4,2.55,1.0,22.6,22.6,22.6,25.0,56.0,49.2,53.1,40.1,43.25,44.3,35.9,34.2,47.45,29.25,47.45,39.2,44.1,47.25,48.75,38.4,44.2,47.85,24.05,53.9,47.6,1.0,1610612746,LA Clippers,2024-25,LA Clippers,20
46.25,38.75,83.65,0.46245,12.3,35.5,0.34750000000000003,15.45,21.95,0.68245,8.65,34.0,42.65,22.3,14.6,7.25,5.3,4.25,18.9,18.25,105.25,-5.2,1.0,34.6,34.6,34.6,23.6,53.1,49.7,51.85,50.7,47.75,54.05,48.8,45.45,54.7,35.1,45.45,43.5,56.15,47.35,41.35,34.25,42.6,45.75,44.65,58.05,54.2,1.0,1610612749,Milwaukee Bucks,2024-25,Milwaukee Bucks,20
